"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"FR000007150","PARIS LE BOURGET, FR","1985-08","18.1","22.7","13.5"
"FR000007150","PARIS LE BOURGET, FR","1985-09","18.3","23.3","13.3"
"FR000007150","PARIS LE BOURGET, FR","1985-10","12.5","16.6","8.4"
"FR000007150","PARIS LE BOURGET, FR","1985-11","4.7","7.3","2.1"
"FR000007150","PARIS LE BOURGET, FR","1985-12","6.7","8.9","4.5"
"FR000007150","PARIS LE BOURGET, FR","1986-01","4.7","7.2","2.3"
"FR000007150","PARIS LE BOURGET, FR","1986-02","-1.1","1.4","-3.6"
"FR000007150","PARIS LE BOURGET, FR","1986-03","6.9","10.6","3.3"
"FR000007150","PARIS LE BOURGET, FR","1986-04","8.1","11.5","4.6"
"FR000007150","PARIS LE BOURGET, FR","1986-05","14.9","19.5","10.4"
"FR000007150","PARIS LE BOURGET, FR","1986-06","19.4","24.1","14.7"
"FR000007150","PARIS LE BOURGET, FR","1986-07","19.5","23.9","15.2"
"FR000007150","PARIS LE BOURGET, FR","1986-08","18.2","22.7","13.6"
"FR000007150","PARIS LE BOURGET, FR","1986-09","14.2","18.6","9.8"
"FR000007150","PARIS LE BOURGET, FR","1986-10","14.3","17.8","10.8"
"FR000007150","PARIS LE BOURGET, FR","1986-11","9.2","11.8","6.5"
"FR000007150","PARIS LE BOURGET, FR","1986-12","6.4","8.8","4.1"
"FR000007150","PARIS LE BOURGET, FR","1987-01","-1.4","0.9","-3.6"
"FR000007150","PARIS LE BOURGET, FR","1987-02","4.1","6.2","1.9"
"FR000007150","PARIS LE BOURGET, FR","1987-03","5.5","8.7","2.4"
"FR000007150","PARIS LE BOURGET, FR","1987-04","13.4","17.7","9.2"
"FR000007150","PARIS LE BOURGET, FR","1987-05","12.6","16.6","8.7"
"FR000007150","PARIS LE BOURGET, FR","1987-06","16.1","19.8","12.5"
"FR000007150","PARIS LE BOURGET, FR","1987-07","19.3","23.3","15.4"
"FR000007150","PARIS LE BOURGET, FR","1987-08","19.4","23.7","15.2"
"FR000007150","PARIS LE BOURGET, FR","1987-09","18.6","22.3","14.9"
"FR000007150","PARIS LE BOURGET, FR","1987-10","13.1","16.3","9.9"
"FR000007150","PARIS LE BOURGET, FR","1987-11","7.7","9.8","5.6"
"FR000007150","PARIS LE BOURGET, FR","1987-12","4.9","6.9","2.8"
"FR000007150","PARIS LE BOURGET, FR","1988-01","7.8","10.0","5.5"
"FR000007150","PARIS LE BOURGET, FR","1988-02","6.0","8.7","3.3"
"FR000007150","PARIS LE BOURGET, FR","1988-03","7.9","10.1","5.6"
"FR000007150","PARIS LE BOURGET, FR","1988-04","11.7","15.9","7.6"
"FR000007150","PARIS LE BOURGET, FR","1988-05","15.6","19.5","11.7"
"FR000007150","PARIS LE BOURGET, FR","1988-06","17.4","21.5","13.3"
"FR000007150","PARIS LE BOURGET, FR","1988-07","18.2","22.4","14.1"
"FR000007150","PARIS LE BOURGET, FR","1988-08","19.7","24.3","15.0"
"FR000007150","PARIS LE BOURGET, FR","1988-09","16.1","19.5","12.8"
"FR000007150","PARIS LE BOURGET, FR","1988-10","13.3","16.6","10.0"
"FR000007150","PARIS LE BOURGET, FR","1988-11","7.2","10.3","4.1"
"FR000007150","PARIS LE BOURGET, FR","1988-12","8.2","9.9","6.6"
"FR000007150","PARIS LE BOURGET, FR","1989-01","5.4","8.2","2.7"
"FR000007150","PARIS LE BOURGET, FR","1989-02","6.7","9.8","3.6"
"FR000007150","PARIS LE BOURGET, FR","1989-03","11.0","15.1","6.9"
"FR000007150","PARIS LE BOURGET, FR","1989-04","9.3","12.9","5.8"
"FR000007150","PARIS LE BOURGET, FR","1989-05","17.5","22.9","12.1"
"FR000007150","PARIS LE BOURGET, FR","1989-06","17.9","22.6","13.3"
"FR000007150","PARIS LE BOURGET, FR","1989-07","21.2","26.0","16.4"
"FR000007150","PARIS LE BOURGET, FR","1989-08","20.4","25.2","15.7"
"FR000007150","PARIS LE BOURGET, FR","1989-09","17.8","22.1","13.4"
"FR000007150","PARIS LE BOURGET, FR","1989-10","14.6","18.5","10.8"
"FR000007150","PARIS LE BOURGET, FR","1989-11","7.7","10.9","4.4"
"FR000007150","PARIS LE BOURGET, FR","1989-12","6.0","8.4","3.6"
"FR000007150","PARIS LE BOURGET, FR","1990-01","6.1","8.4","3.8"
"FR000007150","PARIS LE BOURGET, FR","1990-02","10.0","13.6","6.4"
"FR000007150","PARIS LE BOURGET, FR","1990-03","10.3","14.3","6.3"
"FR000007150","PARIS LE BOURGET, FR","1990-04","10.4","14.8","6.1"
"FR000007150","PARIS LE BOURGET, FR","1990-05","17.4","22.6","12.2"
"FR000007150","PARIS LE BOURGET, FR","1990-06","16.7","20.7","12.7"
"FR000007150","PARIS LE BOURGET, FR","1990-07","20.6","25.9","15.3"
"FR000007150","PARIS LE BOURGET, FR","1990-08","22.2","27.3","17.2"
"FR000007150","PARIS LE BOURGET, FR","1990-09","16.1","20.6","11.5"
"FR000007150","PARIS LE BOURGET, FR","1990-10","14.4","18.0","10.7"
"FR000007150","PARIS LE BOURGET, FR","1990-11","8.2","10.5","6.0"
"FR000007150","PARIS LE BOURGET, FR","1990-12","4.6","6.7","2.6"
"FR000007150","PARIS LE BOURGET, FR","1991-01","4.9","7.1","2.7"
"FR000007150","PARIS LE BOURGET, FR","1991-02","2.4","5.4","-0.6"
"FR000007150","PARIS LE BOURGET, FR","1991-03","10.6","13.8","7.5"
"FR000007150","PARIS LE BOURGET, FR","1991-04","10.8","15.1","6.5"
"FR000007150","PARIS LE BOURGET, FR","1991-05","12.9","17.1","8.6"
"FR000007150","PARIS LE BOURGET, FR","1991-06","15.4","19.2","11.5"
"FR000007150","PARIS LE BOURGET, FR","1991-07","20.4","24.8","16.0"
"FR000007150","PARIS LE BOURGET, FR","1991-08","21.6","26.9","16.2"
"FR000007150","PARIS LE BOURGET, FR","1991-09","18.6","23.0","14.2"
"FR000007150","PARIS LE BOURGET, FR","1991-10","11.9","15.2","8.7"
"FR000007150","PARIS LE BOURGET, FR","1991-11","7.2","9.7","4.6"
"FR000007150","PARIS LE BOURGET, FR","1991-12","4.4","6.7","2.1"
"FR000007150","PARIS LE BOURGET, FR","1992-01","3.9","6.3","1.5"
"FR000007150","PARIS LE BOURGET, FR","1992-02","6.2","9.6","2.8"
"FR000007150","PARIS LE BOURGET, FR","1992-03","9.3","12.4","6.2"
"FR000007150","PARIS LE BOURGET, FR","1992-04","10.9","14.9","6.8"
"FR000007150","PARIS LE BOURGET, FR","1992-05","17.0","22.3","11.8"
"FR000007150","PARIS LE BOURGET, FR","1992-06","17.7","21.9","13.6"
"FR000007150","PARIS LE BOURGET, FR","1992-07","20.8","25.5","16.0"
"FR000007150","PARIS LE BOURGET, FR","1992-08","21.1","25.6","16.6"
"FR000007150","PARIS LE BOURGET, FR","1992-09","16.1","20.1","12.0"
"FR000007150","PARIS LE BOURGET, FR","1992-10","10.1","13.1","7.1"
"FR000007150","PARIS LE BOURGET, FR","1992-11","9.7","12.4","7.0"
"FR000007150","PARIS LE BOURGET, FR","1992-12","5.5","7.5","3.4"
"FR000007150","PARIS LE BOURGET, FR","1993-01","7.4","9.9","4.8"
"FR000007150","PARIS LE BOURGET, FR","1993-02","3.9","6.0","1.8"
"FR000007150","PARIS LE BOURGET, FR","1993-03","8.6","12.7","4.6"
"FR000007150","PARIS LE BOURGET, FR","1993-04","12.8","16.9","8.8"
"FR000007150","PARIS LE BOURGET, FR","1993-05","15.7","19.8","11.7"
"FR000007150","PARIS LE BOURGET, FR","1993-06","18.6","23.2","14.1"
"FR000007150","PARIS LE BOURGET, FR","1993-07","18.7","23.0","14.4"
"FR000007150","PARIS LE BOURGET, FR","1993-08","18.9","24.1","13.7"
"FR000007150","PARIS LE BOURGET, FR","1993-09","15.2","18.7","11.7"
"FR000007150","PARIS LE BOURGET, FR","1993-10","10.6","13.1","8.1"
"FR000007150","PARIS LE BOURGET, FR","1993-11","4.6","7.2","2.0"
"FR000007150","PARIS LE BOURGET, FR","1993-12","7.3","9.6","4.9"
"FR000007150","PARIS LE BOURGET, FR","1994-01","6.7","8.7","4.6"
"FR000007150","PARIS LE BOURGET, FR","1994-02","5.8","8.6","3.1"
"FR000007150","PARIS LE BOURGET, FR","1994-03","10.5","14.0","7.0"
"FR000007150","PARIS LE BOURGET, FR","1994-04","10.4","14.2","6.5"
"FR000007150","PARIS LE BOURGET, FR","1994-05","15.1","19.7","10.5"
"FR000007150","PARIS LE BOURGET, FR","1994-06","18.2","22.9","13.4"
"FR000007150","PARIS LE BOURGET, FR","1994-07","23.1","28.3","17.9"
"FR000007150","PARIS LE BOURGET, FR","1994-08","20.1","24.5","15.8"
"FR000007150","PARIS LE BOURGET, FR","1994-09","15.5","19.1","11.9"
"FR000007150","PARIS LE BOURGET, FR","1994-10","12.6","16.5","8.6"
"FR000007150","PARIS LE BOURGET, FR","1994-11","11.9","14.1","9.7"
"FR000007150","PARIS LE BOURGET, FR","1994-12","7.3","9.8","4.8"
"FR000007150","PARIS LE BOURGET, FR","1995-01","6.0","8.7","3.3"
"FR000007150","PARIS LE BOURGET, FR","1995-02","8.8","11.3","6.3"
"FR000007150","PARIS LE BOURGET, FR","1995-03","7.9","11.5","4.2"
"FR000007150","PARIS LE BOURGET, FR","1995-04","10.7","14.1","7.4"
"FR000007150","PARIS LE BOURGET, FR","1995-05","15.3","19.9","10.7"
"FR000007150","PARIS LE BOURGET, FR","1995-06","17.2","21.6","12.7"
"FR000007150","PARIS LE BOURGET, FR","1995-07","22.6","27.6","17.6"
"FR000007150","PARIS LE BOURGET, FR","1995-08","22.3","27.4","17.3"
"FR000007150","PARIS LE BOURGET, FR","1995-09","15.6","19.4","11.8"
"FR000007150","PARIS LE BOURGET, FR","1995-10","15.6","19.5","11.7"
"FR000007150","PARIS LE BOURGET, FR","1995-11","8.4","11.5","5.4"
"FR000007150","PARIS LE BOURGET, FR","1995-12","4.0","6.1","1.9"
"FR000007150","PARIS LE BOURGET, FR","1996-01","4.8","7.0","2.5"
"FR000007150","PARIS LE BOURGET, FR","1996-02","3.4","5.9","1.0"
"FR000007150","PARIS LE BOURGET, FR","1996-03","7.4","11.1","3.7"
"FR000007150","PARIS LE BOURGET, FR","1996-04","11.8","16.5","7.1"
"FR000007150","PARIS LE BOURGET, FR","1996-05","12.7","16.7","8.7"
"FR000007150","PARIS LE BOURGET, FR","1996-06","19.1","24.0","14.1"
"FR000007150","PARIS LE BOURGET, FR","1996-07","19.7","24.7","14.6"
"FR000007150","PARIS LE BOURGET, FR","1996-08","19.7","24.2","15.2"
"FR000007150","PARIS LE BOURGET, FR","1996-09","15.1","19.4","10.7"
"FR000007150","PARIS LE BOURGET, FR","1996-10","12.7","16.2","9.2"
"FR000007150","PARIS LE BOURGET, FR","1996-11","7.6","10.0","5.2"
"FR000007150","PARIS LE BOURGET, FR","1996-12","2.8","4.9","0.8"
"FR000007150","PARIS LE BOURGET, FR","1997-01","1.3","3.7","-1.2"
"FR000007150","PARIS LE BOURGET, FR","1997-02","8.0","11.5","4.5"
"FR000007150","PARIS LE BOURGET, FR","1997-03","11.0","14.7","7.4"
"FR000007150","PARIS LE BOURGET, FR","1997-04","11.3","16.3","6.3"
"FR000007150","PARIS LE BOURGET, FR","1997-05","15.3","20.3","10.4"
"FR000007150","PARIS LE BOURGET, FR","1997-06","17.8","21.7","13.8"
"FR000007150","PARIS LE BOURGET, FR","1997-07","19.7","24.5","14.9"
"FR000007150","PARIS LE BOURGET, FR","1997-08","23.9","29.0","18.9"
"FR000007150","PARIS LE BOURGET, FR","1997-09","18.0","23.4","12.6"
"FR000007150","PARIS LE BOURGET, FR","1997-10","12.7","16.5","8.9"
"FR000007150","PARIS LE BOURGET, FR","1997-11","9.2","11.6","6.9"
"FR000007150","PARIS LE BOURGET, FR","1997-12","6.7","9.1","4.3"
"FR000007150","PARIS LE BOURGET, FR","1998-01","5.8","8.4","3.1"
"FR000007150","PARIS LE BOURGET, FR","1998-02","7.2","10.9","3.5"
"FR000007150","PARIS LE BOURGET, FR","1998-03","9.5","12.9","6.0"
"FR000007150","PARIS LE BOURGET, FR","1998-04","10.5","13.8","7.3"
"FR000007150","PARIS LE BOURGET, FR","1998-05","17.2","22.0","12.3"
"FR000007150","PARIS LE BOURGET, FR","1998-06","18.5","23.4","13.6"
"FR000007150","PARIS LE BOURGET, FR","1998-07","18.7","22.9","14.4"
"FR000007150","PARIS LE BOURGET, FR","1998-08","20.5","26.1","15.0"
"FR000007150","PARIS LE BOURGET, FR","1998-09","16.9","20.9","12.9"
"FR000007150","PARIS LE BOURGET, FR","1998-10","12.3","15.0","9.6"
"FR000007150","PARIS LE BOURGET, FR","1998-11","5.9","8.7","3.1"
"FR000007150","PARIS LE BOURGET, FR","1998-12","6.1","8.3","4.0"
"FR000007150","PARIS LE BOURGET, FR","1999-01","7.0","9.6","4.4"
"FR000007150","PARIS LE BOURGET, FR","1999-02","5.7","8.1","3.2"
"FR000007150","PARIS LE BOURGET, FR","1999-03","9.7","13.3","6.1"
"FR000007150","PARIS LE BOURGET, FR","1999-04","12.4","16.7","8.2"
"FR000007150","PARIS LE BOURGET, FR","1999-05","17.2","21.9","12.5"
"FR000007150","PARIS LE BOURGET, FR","1999-06","17.8","22.3","13.2"
"FR000007150","PARIS LE BOURGET, FR","1999-07","21.8","26.9","16.6"
"FR000007150","PARIS LE BOURGET, FR","1999-08","20.8","25.8","15.7"
"FR000007150","PARIS LE BOURGET, FR","1999-09","19.1","23.5","14.6"
"FR000007150","PARIS LE BOURGET, FR","1999-10","12.6","16.3","8.9"
"FR000007150","PARIS LE BOURGET, FR","1999-11","7.1","9.7","4.4"
"FR000007150","PARIS LE BOURGET, FR","1999-12","6.1","8.5","3.6"
"FR000007150","PARIS LE BOURGET, FR","2000-01","5.1","7.3","2.9"
"FR000007150","PARIS LE BOURGET, FR","2000-02","7.6","10.8","4.5"
"FR000007150","PARIS LE BOURGET, FR","2000-03","9.2","12.8","5.7"
"FR000007150","PARIS LE BOURGET, FR","2000-04","11.4","15.4","7.5"
"FR000007150","PARIS LE BOURGET, FR","2000-05","16.7","21.2","12.1"
"FR000007150","PARIS LE BOURGET, FR","2000-06","18.9","24.0","13.8"
"FR000007150","PARIS LE BOURGET, FR","2000-07","18.3","22.6","13.9"
"FR000007150","PARIS LE BOURGET, FR","2000-08","21.0","26.0","16.0"
"FR000007150","PARIS LE BOURGET, FR","2000-09","17.6","21.7","13.4"
"FR000007150","PARIS LE BOURGET, FR","2000-10","12.7","15.5","9.8"
"FR000007150","PARIS LE BOURGET, FR","2000-11","8.9","11.5","6.3"
"FR000007150","PARIS LE BOURGET, FR","2000-12","7.9","10.1","5.6"
"FR000007150","PARIS LE BOURGET, FR","2002-09",,,
"FR000007150","PARIS LE BOURGET, FR","2003-02",,,
"FR000007150","PARIS LE BOURGET, FR","2003-03",,,
"FR000007150","PARIS LE BOURGET, FR","2003-04",,,
"FR000007150","PARIS LE BOURGET, FR","2003-05",,,
"FR000007150","PARIS LE BOURGET, FR","2003-06",,,
"FR000007150","PARIS LE BOURGET, FR","2003-07",,,
"FR000007150","PARIS LE BOURGET, FR","2003-08",,,
"FR000007150","PARIS LE BOURGET, FR","2003-09",,,
"FR000007150","PARIS LE BOURGET, FR","2003-11",,,
"FR000007150","PARIS LE BOURGET, FR","2004-02",,,
"FR000007150","PARIS LE BOURGET, FR","2004-03",,,
"FR000007150","PARIS LE BOURGET, FR","2004-04",,,
"FR000007150","PARIS LE BOURGET, FR","2004-11",,,
"FR000007150","PARIS LE BOURGET, FR","2004-12",,"6.1",
"FR000007150","PARIS LE BOURGET, FR","2005-01",,,
"FR000007150","PARIS LE BOURGET, FR","2005-02",,"6.0",
"FR000007150","PARIS LE BOURGET, FR","2005-03","8.6","12.4","4.8"
"FR000007150","PARIS LE BOURGET, FR","2005-04","12.2","16.4","8.0"
"FR000007150","PARIS LE BOURGET, FR","2005-05",,"20.2",
"FR000007150","PARIS LE BOURGET, FR","2005-06",,,
"FR000007150","PARIS LE BOURGET, FR","2005-07","20.9","25.4","16.3"
"FR000007150","PARIS LE BOURGET, FR","2005-08","19.6","24.7","14.5"
"FR000007150","PARIS LE BOURGET, FR","2005-09","18.8","23.4","14.1"
"FR000007150","PARIS LE BOURGET, FR","2005-10","15.9","19.5","12.3"
"FR000007150","PARIS LE BOURGET, FR","2005-11",,"10.6",
"FR000007150","PARIS LE BOURGET, FR","2005-12",,"7.2",
"FR000007150","PARIS LE BOURGET, FR","2006-01","3.6","5.9","1.4"
"FR000007150","PARIS LE BOURGET, FR","2006-02",,"6.8",
"FR000007150","PARIS LE BOURGET, FR","2006-03","6.5","10.1","2.9"
"FR000007150","PARIS LE BOURGET, FR","2006-04","11.6","15.7","7.6"
"FR000007150","PARIS LE BOURGET, FR","2006-05","15.8","20.1","11.4"
"FR000007150","PARIS LE BOURGET, FR","2006-06","19.8","25.3","14.4"
"FR000007150","PARIS LE BOURGET, FR","2006-07","24.6","30.5","18.8"
"FR000007150","PARIS LE BOURGET, FR","2006-08",,,
"FR000007150","PARIS LE BOURGET, FR","2006-09","19.7","24.3","15.1"
"FR000007150","PARIS LE BOURGET, FR","2006-10",,"18.8",
"FR000007150","PARIS LE BOURGET, FR","2006-11",,"12.9",
"FR000007150","PARIS LE BOURGET, FR","2006-12",,"8.0",
"FR000007150","PARIS LE BOURGET, FR","2007-01",,"10.4",
"FR000007150","PARIS LE BOURGET, FR","2007-02",,"11.8",
"FR000007150","PARIS LE BOURGET, FR","2007-03","8.9","12.6","5.2"
"FR000007150","PARIS LE BOURGET, FR","2007-04","16.2","22.0","10.4"
"FR000007150","PARIS LE BOURGET, FR","2007-05",,"20.8",
"FR000007150","PARIS LE BOURGET, FR","2007-06","19.0","23.4","14.7"
"FR000007150","PARIS LE BOURGET, FR","2007-07",,"23.7",
"FR000007150","PARIS LE BOURGET, FR","2007-08","18.6","22.9","14.3"
"FR000007150","PARIS LE BOURGET, FR","2007-09",,"20.0",
"FR000007150","PARIS LE BOURGET, FR","2007-10",,"15.5",
"FR000007150","PARIS LE BOURGET, FR","2007-11",,"10.6",
"FR000007150","PARIS LE BOURGET, FR","2007-12","4.7","6.9","2.6"
"FR000007150","PARIS LE BOURGET, FR","2008-01",,"9.6",
"FR000007150","PARIS LE BOURGET, FR","2008-02",,"11.2",
"FR000007150","PARIS LE BOURGET, FR","2008-03",,"11.2",
"FR000007150","PARIS LE BOURGET, FR","2008-04","10.9","15.2","6.5"
"FR000007150","PARIS LE BOURGET, FR","2008-05",,"22.4",
"FR000007150","PARIS LE BOURGET, FR","2008-06","18.6","23.1","14.1"
"FR000007150","PARIS LE BOURGET, FR","2008-07","20.5","25.9","15.2"
"FR000007150","PARIS LE BOURGET, FR","2008-08","19.7","24.1","15.3"
"FR000007150","PARIS LE BOURGET, FR","2008-09","15.4","19.9","10.8"
"FR000007150","PARIS LE BOURGET, FR","2008-10",,"15.6",
"FR000007150","PARIS LE BOURGET, FR","2008-11",,"10.8",
"FR000007150","PARIS LE BOURGET, FR","2008-12",,"6.2",
"FR000007150","PARIS LE BOURGET, FR","2009-01",,"5.0",
"FR000007150","PARIS LE BOURGET, FR","2009-02","5.0","8.2","1.8"
"FR000007150","PARIS LE BOURGET, FR","2009-03","8.5","12.5","4.6"
"FR000007150","PARIS LE BOURGET, FR","2009-04","13.7","18.3","9.0"
"FR000007150","PARIS LE BOURGET, FR","2009-05","16.0","20.9","11.1"
"FR000007150","PARIS LE BOURGET, FR","2009-06","18.2","23.1","13.4"
"FR000007150","PARIS LE BOURGET, FR","2009-07","21.0","26.1","15.8"
"FR000007150","PARIS LE BOURGET, FR","2009-08","22.0","27.9","16.1"
"FR000007150","PARIS LE BOURGET, FR","2009-09","17.7","22.1","13.3"
"FR000007150","PARIS LE BOURGET, FR","2009-10",,"17.1",
"FR000007150","PARIS LE BOURGET, FR","2009-11",,"13.4",
"FR000007150","PARIS LE BOURGET, FR","2009-12",,"7.6",
"FR000007150","PARIS LE BOURGET, FR","2010-01",,"4.2",
"FR000007150","PARIS LE BOURGET, FR","2010-02",,"7.6",
"FR000007150","PARIS LE BOURGET, FR","2010-03","8.4","12.4","4.5"
"FR000007150","PARIS LE BOURGET, FR","2010-04","12.4","17.8","7.1"
"FR000007150","PARIS LE BOURGET, FR","2010-05","14.0","18.3","9.7"
"FR000007150","PARIS LE BOURGET, FR","2010-06","19.6","24.5","14.6"
"FR000007150","PARIS LE BOURGET, FR","2010-07","22.7","28.1","17.4"
"FR000007150","PARIS LE BOURGET, FR","2010-08","19.7","24.1","15.4"
"FR000007150","PARIS LE BOURGET, FR","2010-09","16.5","21.1","11.9"
"FR000007150","PARIS LE BOURGET, FR","2010-10","12.5","16.4","8.7"
"FR000007150","PARIS LE BOURGET, FR","2010-11",,"9.5",
"FR000007150","PARIS LE BOURGET, FR","2010-12",,,
"FR000007150","PARIS LE BOURGET, FR","2011-01",,"7.3",
"FR000007150","PARIS LE BOURGET, FR","2011-02",,"9.8",
"FR000007150","PARIS LE BOURGET, FR","2011-03","10.1","14.6","5.6"
"FR000007150","PARIS LE BOURGET, FR","2011-04","16.1","21.6","10.6"
"FR000007150","PARIS LE BOURGET, FR","2011-05","17.4","23.3","11.4"
"FR000007150","PARIS LE BOURGET, FR","2011-06",,"23.7",
"FR000007150","PARIS LE BOURGET, FR","2011-07","18.8","23.6","14.0"
"FR000007150","PARIS LE BOURGET, FR","2011-08","20.1","24.9","15.2"
"FR000007150","PARIS LE BOURGET, FR","2011-09","19.1","24.0","14.1"
"FR000007150","PARIS LE BOURGET, FR","2011-10",,"18.0",
"FR000007150","PARIS LE BOURGET, FR","2011-11",,"13.4",
"FR000007150","PARIS LE BOURGET, FR","2011-12",,"10.9",
"FR000007150","PARIS LE BOURGET, FR","2012-01",,"9.7",
"FR000007150","PARIS LE BOURGET, FR","2012-02","2.9","6.2","-0.3"
"FR000007150","PARIS LE BOURGET, FR","2012-03","11.8","16.1","7.4"
"FR000007150","PARIS LE BOURGET, FR","2012-04","10.1","14.1","6.1"
"FR000007150","PARIS LE BOURGET, FR","2012-05","16.8","21.8","11.8"
"FR000007150","PARIS LE BOURGET, FR","2012-06","17.9","22.5","13.4"
"FR000007150","PARIS LE BOURGET, FR","2012-07","19.5","24.3","14.7"
"FR000007150","PARIS LE BOURGET, FR","2012-08","21.7","27.4","16.0"
"FR000007150","PARIS LE BOURGET, FR","2012-09",,"21.5",
"FR000007150","PARIS LE BOURGET, FR","2012-10","13.1","16.4","9.8"
"FR000007150","PARIS LE BOURGET, FR","2012-11",,"10.5",
"FR000007150","PARIS LE BOURGET, FR","2012-12",,"9.2",
"FR000007150","PARIS LE BOURGET, FR","2013-01",,"6.2",
"FR000007150","PARIS LE BOURGET, FR","2013-02",,"6.1",
"FR000007150","PARIS LE BOURGET, FR","2013-03",,"9.2",
"FR000007150","PARIS LE BOURGET, FR","2013-04","11.3","16.0","6.5"
"FR000007150","PARIS LE BOURGET, FR","2013-05","13.0","16.9","9.1"
"FR000007150","PARIS LE BOURGET, FR","2013-06","17.7","22.4","13.0"
"FR000007150","PARIS LE BOURGET, FR","2013-07","23.0","28.5","17.5"
"FR000007150","PARIS LE BOURGET, FR","2013-08","20.8","26.1","15.5"
"FR000007150","PARIS LE BOURGET, FR","2013-09","17.7","22.0","13.5"
"FR000007150","PARIS LE BOURGET, FR","2013-10",,"18.0",
"FR000007150","PARIS LE BOURGET, FR","2013-11",,"10.3",
"FR000007150","PARIS LE BOURGET, FR","2013-12",,"9.6",
"FR000007150","PARIS LE BOURGET, FR","2014-01",,"9.9",
"FR000007150","PARIS LE BOURGET, FR","2014-02",,"10.8",
"FR000007150","PARIS LE BOURGET, FR","2014-03","10.9","15.8","6.1"
"FR000007150","PARIS LE BOURGET, FR","2014-04","13.5","18.3","8.8"
"FR000007150","PARIS LE BOURGET, FR","2014-05","14.8","19.5","10.1"
"FR000007150","PARIS LE BOURGET, FR","2014-06","18.9","23.8","14.1"
"FR000007150","PARIS LE BOURGET, FR","2014-07","21.3","26.0","16.6"
"FR000007150","PARIS LE BOURGET, FR","2014-08","18.4","22.8","14.1"
"FR000007150","PARIS LE BOURGET, FR","2014-09","18.9","23.7","14.2"
"FR000007150","PARIS LE BOURGET, FR","2014-10",,"18.8",
"FR000007150","PARIS LE BOURGET, FR","2014-11",,"13.4",
"FR000007150","PARIS LE BOURGET, FR","2014-12",,"8.6",
"FR000007150","PARIS LE BOURGET, FR","2015-01",,"8.1",
"FR000007150","PARIS LE BOURGET, FR","2015-02","4.9","7.8","1.9"
"FR000007150","PARIS LE BOURGET, FR","2015-03",,,
"FR000007150","PARIS LE BOURGET, FR","2015-04","13.4","18.6","8.1"
"FR000007150","PARIS LE BOURGET, FR","2015-05",,"19.9",
"FR000007150","PARIS LE BOURGET, FR","2015-06","19.6","25.7","13.6"
"FR000007150","PARIS LE BOURGET, FR","2015-08","22.0","27.7","16.2"
"FR000007150","PARIS LE BOURGET, FR","2015-09","15.5","19.7","11.2"
"FR000007150","PARIS LE BOURGET, FR","2015-10","12.3","15.6","9.0"
"FR000007150","PARIS LE BOURGET, FR","2015-11",,"14.6",
"FR000007150","PARIS LE BOURGET, FR","2015-12",,"12.8",
"FR000007150","PARIS LE BOURGET, FR","2016-01",,"8.8",
"FR000007150","PARIS LE BOURGET, FR","2016-02",,"9.9",
"FR000007150","PARIS LE BOURGET, FR","2016-03","7.7","11.1","4.4"
"FR000007150","PARIS LE BOURGET, FR","2016-04","10.9","15.4","6.4"
"FR000007150","PARIS LE BOURGET, FR","2016-05","15.5","20.1","10.9"
"FR000007150","PARIS LE BOURGET, FR","2016-06","18.6","22.4","14.9"
"FR000007150","PARIS LE BOURGET, FR","2016-07","21.4","26.3","16.5"
"FR000007150","PARIS LE BOURGET, FR","2016-08","22.1","27.7","16.5"
"FR000007150","PARIS LE BOURGET, FR","2016-09",,"24.3",
"FR000007150","PARIS LE BOURGET, FR","2016-10","12.2","15.8","8.6"
"FR000007150","PARIS LE BOURGET, FR","2016-11",,"11.0",
"FR000007150","PARIS LE BOURGET, FR","2016-12",,"8.2",
"FR000007150","PARIS LE BOURGET, FR","2017-01",,"5.6",
"FR000007150","PARIS LE BOURGET, FR","2017-02",,"11.2",
"FR000007150","PARIS LE BOURGET, FR","2017-03","11.4","15.6","7.3"
"FR000007150","PARIS LE BOURGET, FR","2017-04","11.9","17.0","6.8"
"FR000007150","PARIS LE BOURGET, FR","2017-05",,"21.7",
"FR000007150","PARIS LE BOURGET, FR","2017-06",,"27.1",
"FR000007150","PARIS LE BOURGET, FR","2017-07","21.5","26.6","16.4"
"FR000007150","PARIS LE BOURGET, FR","2017-08","20.5","25.5","15.5"
"FR000007150","PARIS LE BOURGET, FR","2017-09","16.1","20.3","11.9"
"FR000007150","PARIS LE BOURGET, FR","2017-10",,"18.4",
"FR000007150","PARIS LE BOURGET, FR","2017-11",,"11.4",
"FR000007150","PARIS LE BOURGET, FR","2017-12",,,
"FR000007150","PARIS LE BOURGET, FR","2018-01",,"10.5",
"FR000007150","PARIS LE BOURGET, FR","2018-02","2.5","5.4","-0.4"
"FR000007150","PARIS LE BOURGET, FR","2018-03","7.8","11.3","4.3"
"FR000007150","PARIS LE BOURGET, FR","2018-04",,"19.6",
"FR000007150","PARIS LE BOURGET, FR","2018-05","17.6","23.2","11.9"
"FR000007150","PARIS LE BOURGET, FR","2018-06","20.3","25.2","15.4"
